t_s,dt_s,conf,cx,cy,size_x,size_y,dist_x_cm,dist_y_cm,dist_avg_cm,yaw_err_deg,pitch_err_deg,pid_yaw,pid_pitch,yaw_out_deg,pitch_out_deg
42.906,0.0470,0.279,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.200,34.700
42.953,0.0470,0.200,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.200,34.700
43.000,0.0470,0.192,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.200,34.700
43.047,0.0470,0.226,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.300,34.700
43.094,0.0470,0.226,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.300,34.800
43.141,0.0470,0.199,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.300,34.700
43.188,0.0470,0.221,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.300,34.700
43.234,0.0460,0.174,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.300,34.800
43.281,0.0470,0.267,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.300,34.700
43.328,0.0470,0.247,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.400,34.800
43.375,0.0470,0.201,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.400,34.700
43.422,0.0470,0.204,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.400,34.700
43.453,0.0310,0.183,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.400,34.700
43.516,0.0630,0.236,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
43.547,0.0310,0.276,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
43.609,0.0620,0.231,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
43.641,0.0320,0.229,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
43.688,0.0470,0.253,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
43.734,0.0460,0.310,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
43.781,0.0470,0.312,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
43.844,0.0630,0.256,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
43.891,0.0470,0.217,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
43.938,0.0470,0.296,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.600,34.700
43.984,0.0460,0.250,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
44.031,0.0470,0.284,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.600,34.700
44.078,0.0470,0.349,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
44.125,0.0470,0.285,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
44.172,0.0470,0.279,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.500,34.700
44.219,0.0470,0.252,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.600,34.700
44.266,0.0470,0.234,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.600,34.700
44.297,0.0310,0.259,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.600,34.700
44.344,0.0470,0.297,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.600,34.700
44.391,0.0470,0.349,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.600,34.700
44.438,0.0470,0.368,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.600,34.700
